Segment,Retailer,Manufacturer,Brand,PPG_Item_No,# of consecutive missing days,# of missing instances
Gum,Woolworths,Mars Wrigley,Airwaves,Item_9300613100403,4+,22
Gum,Woolworths,Mars Wrigley,Airwaves,Item_9300613100403,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Eclipse,Item_9300613102223,4+,22
Gum,Woolworths,Mars Wrigley,Eclipse,Item_9300613102223,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Eclipse,Item_9300613102254,4+,22
Gum,Woolworths,Mars Wrigley,Eclipse,Item_9300613102254,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093519441,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093519441,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093544160,4-12,19
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093544160,12+,1
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093544160,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093545037,4+,20
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093545037,Total missing days,140 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093545044,4-12,6
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093545044,12+,3
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093545044,Total missing days,91 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093548625,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093548625,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093551342,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093551342,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093552615,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093552615,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093554848,4+,10
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093554848,Total missing days,70 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093554855,4+,10
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093554855,Total missing days,70 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093613385,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093613385,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093613910,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_0000093613910,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613060165,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613060165,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613060172,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613060172,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613100335,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613100335,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613102759,4-12,4
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613102759,12+,1
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613102759,Total missing days,49 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613103541,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613103541,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613104548,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613104548,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613108614,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613108614,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613108638,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613108638,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613109604,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613109604,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613109673,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613109673,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110563,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110563,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110587,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110587,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110600,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110600,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110624,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613110624,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613111003,4-12,20
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613111003,12+,1
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613111003,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613111379,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613111379,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613113854,4+,22
Gum,Woolworths,Mars Wrigley,Extra,Item_9300613113854,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613200,4-12,9
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613200,12+,2
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613200,Total missing days,119 days 00:00:00
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613583,4+,22
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613583,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613590,4+,22
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_0000093613590,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_9300613002158,4-12,12
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_9300613002158,12+,3
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_9300613002158,Total missing days,140 days 00:00:00
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_9300613101301,4+,22
Gum,Woolworths,Mars Wrigley,Hubba Bubba,Item_9300613101301,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Juicy Fruit,Item_9300613002059,4-12,6
Gum,Woolworths,Mars Wrigley,Juicy Fruit,Item_9300613002059,12+,4
Gum,Woolworths,Mars Wrigley,Juicy Fruit,Item_9300613002059,Total missing days,133 days 00:00:00
Gum,Woolworths,Mars Wrigley,Juicy Fruit,Item_9300613051064,4+,22
Gum,Woolworths,Mars Wrigley,Juicy Fruit,Item_9300613051064,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,P.K.,Item_9300613050197,4+,22
Gum,Woolworths,Mars Wrigley,P.K.,Item_9300613050197,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,P.K.,Item_9300613051057,4+,22
Gum,Woolworths,Mars Wrigley,P.K.,Item_9300613051057,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112512,4-12,1
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112512,12+,3
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112512,Total missing days,133 days 00:00:00
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112543,4-12,20
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112543,12+,1
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613112543,Total missing days,154 days 00:00:00
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613113397,4-12,19
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613113397,12+,1
Gum,Woolworths,Mars Wrigley,Starburst,Item_9300613113397,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540575,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540575,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540582,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540582,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540896,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093540896,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093548120,4-12,7
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093548120,12+,7
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093548120,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553391,4+,8
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553391,Total missing days,56 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553407,4+,8
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553407,Total missing days,56 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553414,4+,8
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093553414,Total missing days,56 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093613392,4-12,3
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093613392,12+,3
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093613392,Total missing days,112 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093613477,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_0000093613477,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613112147,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613112147,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613112154,4+,22
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613112154,Total missing days,154 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613114264,4+,6
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613114264,Total missing days,42 days 00:00:00
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613114288,4+,6
Mints,Coles,Mars Wrigley,Eclipse,Item_9300613114288,Total missing days,42 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540575,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540575,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540582,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540582,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540896,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093540896,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093548120,4-12,5
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093548120,12+,4
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093548120,Total missing days,126 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093549912,12+,3
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093549912,Total missing days,126 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553032,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553032,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553391,4+,9
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553391,Total missing days,63 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553407,4-12,9
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553407,12+,1
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093553407,Total missing days,77 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093613392,Total missing days,0 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093613477,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_0000093613477,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_9300613109000,Total missing days,0 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_9300613112147,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_9300613112147,Total missing days,154 days 00:00:00
Mints,Woolworths,Mars Wrigley,Eclipse,Item_9300613112154,4+,22
Mints,Woolworths,Mars Wrigley,Eclipse,Item_9300613112154,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Bounty,Item_9300682052283,4+,22
Self Consumption,Coles,Mars Wrigley,Bounty,Item_9300682052283,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682022,4-12,15
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682022,12+,3
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682022,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682510,4-12,4
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682510,12+,8
Self Consumption,Coles,Mars Wrigley,Bounty,Item_93682510,Total missing days,147 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159022521,4+,22
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159022521,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159023948,4+,22
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159023948,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159470292,4+,22
Self Consumption,Coles,Mars Wrigley,Galaxy,Item_5000159470292,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,M&M's,Item_9300682051507,4+,22
Self Consumption,Coles,Mars Wrigley,M&M's,Item_9300682051507,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,M&M's,Item_9300682053761,4+,17
Self Consumption,Coles,Mars Wrigley,M&M's,Item_9300682053761,Total missing days,119 days 00:00:00
Self Consumption,Coles,Mars Wrigley,M&M's,Item_93682152,4+,22
Self Consumption,Coles,Mars Wrigley,M&M's,Item_93682152,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_9300682038911,4+,22
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_9300682038911,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_9300682045421,4+,22
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_9300682045421,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_93682763,4+,22
Self Consumption,Coles,Mars Wrigley,Maltesers,Item_93682763,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Mars,Item_9300682002585,4+,22
Self Consumption,Coles,Mars Wrigley,Mars,Item_9300682002585,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Mars,Item_9300682035521,4+,22
Self Consumption,Coles,Mars Wrigley,Mars,Item_9300682035521,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Mars,Item_9300682050203,Total missing days,0 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Mars,Item_93682459,4+,22
Self Consumption,Coles,Mars Wrigley,Mars,Item_93682459,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Milky Way,Item_9300682046480,4+,22
Self Consumption,Coles,Mars Wrigley,Milky Way,Item_9300682046480,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682006149,4+,22
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682006149,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682052825,4+,22
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682052825,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682052856,4+,22
Self Consumption,Coles,Mars Wrigley,Snickers,Item_9300682052856,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Snickers,Item_93682091,4+,22
Self Consumption,Coles,Mars Wrigley,Snickers,Item_93682091,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Starburst,Item_0000093555296,Total missing days,0 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Twix,Item_5000159459228,4+,22
Self Consumption,Coles,Mars Wrigley,Twix,Item_5000159459228,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Twix,Item_6221134006193,4+,22
Self Consumption,Coles,Mars Wrigley,Twix,Item_6221134006193,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Twix,Item_9300682035507,4-12,4
Self Consumption,Coles,Mars Wrigley,Twix,Item_9300682035507,12+,7
Self Consumption,Coles,Mars Wrigley,Twix,Item_9300682035507,Total missing days,154 days 00:00:00
Self Consumption,Coles,Mars Wrigley,Twix,Item_9300682035514,4+,22
Self Consumption,Coles,Mars Wrigley,Twix,Item_9300682035514,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Bounty,Item_9300682052283,4+,22
Self Consumption,Woolworths,Mars Wrigley,Bounty,Item_9300682052283,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Bounty,Item_93682510,4-12,9
Self Consumption,Woolworths,Mars Wrigley,Bounty,Item_93682510,12+,4
Self Consumption,Woolworths,Mars Wrigley,Bounty,Item_93682510,Total missing days,126 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Galaxy,Item_5000159470292,4+,22
Self Consumption,Woolworths,Mars Wrigley,Galaxy,Item_5000159470292,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_40000508830,4+,22
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_40000508830,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_9300682051507,4+,22
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_9300682051507,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_9300682053761,4+,15
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_9300682053761,Total missing days,105 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_93682152,4+,22
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_93682152,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_93682664,4-12,1
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_93682664,12+,1
Self Consumption,Woolworths,Mars Wrigley,M&M's,Item_93682664,Total missing days,133 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Maltesers,Item_9300682045421,4+,22
Self Consumption,Woolworths,Mars Wrigley,Maltesers,Item_9300682045421,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Maltesers,Item_93682763,12+,1
Self Consumption,Woolworths,Mars Wrigley,Maltesers,Item_93682763,Total missing days,77 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_9300682035521,12+,3
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_9300682035521,Total missing days,56 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_9300682050203,12+,1
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_9300682050203,Total missing days,35 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_93682459,4+,22
Self Consumption,Woolworths,Mars Wrigley,Mars,Item_93682459,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Revels,Item_5000159001335,4+,22
Self Consumption,Woolworths,Mars Wrigley,Revels,Item_5000159001335,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Snickers,Item_9300682052825,4+,22
Self Consumption,Woolworths,Mars Wrigley,Snickers,Item_9300682052825,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Snickers,Item_9300682052856,Total missing days,0 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Starburst,Item_0000093555296,Total missing days,0 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_5000159459228,4+,22
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_5000159459228,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_6221134006193,4+,22
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_6221134006193,Total missing days,154 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_9300682035507,12+,1
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_9300682035507,Total missing days,14 days 00:00:00
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_9300682035514,4+,2
Self Consumption,Woolworths,Mars Wrigley,Twix,Item_9300682035514,Total missing days,14 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Bounty,Item_9300682002820,4+,22
Sharepacks,Coles,Mars Wrigley,Bounty,Item_9300682002820,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Bounty,Item_9300682052306,4+,22
Sharepacks,Coles,Mars Wrigley,Bounty,Item_9300682052306,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,M&M's,Item_9300682042260,4+,22
Sharepacks,Coles,Mars Wrigley,M&M's,Item_9300682042260,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Maltesers,Item_9300682003896,4+,22
Sharepacks,Coles,Mars Wrigley,Maltesers,Item_9300682003896,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Maltesers,Item_9300682035613,4+,22
Sharepacks,Coles,Mars Wrigley,Maltesers,Item_9300682035613,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Mars,Item_9300682035620,4+,22
Sharepacks,Coles,Mars Wrigley,Mars,Item_9300682035620,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Mars,Item_9300682036276,4+,22
Sharepacks,Coles,Mars Wrigley,Mars,Item_9300682036276,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Mars Brands Combined,Item_9300682042581,4+,22
Sharepacks,Coles,Mars Wrigley,Mars Brands Combined,Item_9300682042581,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Milky Way,Item_9300682035637,4+,22
Sharepacks,Coles,Mars Wrigley,Milky Way,Item_9300682035637,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Milky Way,Item_9300682036313,4+,22
Sharepacks,Coles,Mars Wrigley,Milky Way,Item_9300682036313,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Skittles,Item_9300613112598,4+,22
Sharepacks,Coles,Mars Wrigley,Skittles,Item_9300613112598,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682035651,4+,22
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682035651,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682036290,4+,22
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682036290,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682052863,4+,22
Sharepacks,Coles,Mars Wrigley,Snickers,Item_9300682052863,Total missing days,154 days 00:00:00
Sharepacks,Coles,Mars Wrigley,Twix,Item_9300682007726,4+,22
Sharepacks,Coles,Mars Wrigley,Twix,Item_9300682007726,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Bounty,Item_9300682002820,4-12,1
Sharepacks,Woolworths,Mars Wrigley,Bounty,Item_9300682002820,12+,3
Sharepacks,Woolworths,Mars Wrigley,Bounty,Item_9300682002820,Total missing days,133 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Bounty,Item_9300682052306,4+,22
Sharepacks,Woolworths,Mars Wrigley,Bounty,Item_9300682052306,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,M&M's,Item_9300682042260,4+,22
Sharepacks,Woolworths,Mars Wrigley,M&M's,Item_9300682042260,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Maltesers,Item_9300682035613,4+,22
Sharepacks,Woolworths,Mars Wrigley,Maltesers,Item_9300682035613,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Maltesers,Item_9300682053488,4+,17
Sharepacks,Woolworths,Mars Wrigley,Maltesers,Item_9300682053488,Total missing days,119 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Mars,Item_9300682035620,4+,22
Sharepacks,Woolworths,Mars Wrigley,Mars,Item_9300682035620,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Mars,Item_9300682036276,4+,22
Sharepacks,Woolworths,Mars Wrigley,Mars,Item_9300682036276,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Mars Brands Combined,Item_9300682042581,4+,22
Sharepacks,Woolworths,Mars Wrigley,Mars Brands Combined,Item_9300682042581,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Milky Way,Item_9300682035637,4+,22
Sharepacks,Woolworths,Mars Wrigley,Milky Way,Item_9300682035637,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Milky Way,Item_9300682036313,4+,22
Sharepacks,Woolworths,Mars Wrigley,Milky Way,Item_9300682036313,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682035651,4+,22
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682035651,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682036290,4+,22
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682036290,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682052863,4+,22
Sharepacks,Woolworths,Mars Wrigley,Snickers,Item_9300682052863,Total missing days,154 days 00:00:00
Sharepacks,Woolworths,Mars Wrigley,Twix,Item_9300682007726,4+,22
Sharepacks,Woolworths,Mars Wrigley,Twix,Item_9300682007726,Total missing days,154 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613105446,4+,22
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613105446,Total missing days,154 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613105460,4+,22
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613105460,Total missing days,154 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613107778,4-12,5
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613107778,12+,5
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613107778,Total missing days,119 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613113045,4+,22
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613113045,Total missing days,154 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613113304,4+,22
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613113304,Total missing days,154 days 00:00:00
Sugar,Coles,Mars Wrigley,Skittles,Item_9300613114677,4+,10
